"Record","Station","Year","Lat","Lon","LonUTMAlbers","LatUTMAlbers","BottomDepth","BottomTemp","Actinaugeverrilli","Actiniaria","Albatrossiapectoralis","Allocentrotusfragilis","Anoplopomafimbria","Aphrocallistesvastus","Atheresthesstomias","Bathymastersignatus","Bathyplotessp.","Bathyrajaaleutica","Bathyrajainterrupta","Berryteuthismagister","Chionoecetesbairdi","Chlamysrubida","Chlamyssp.","Chrysaoramelanaster","Crossasterpapposus","Ctenodiscuscrispatus","Cyaneacapillata","Dasycottussetiger","Elassochirustenuimanus","Fusitritonoregonensis","Gadusmacrocephalus","Glyptocephaluszachirus","Gorgonocephaluseucnemis","Hemilepidotusjordani","Hemitripterusbolini","Henriciasp.","Hippoglossoideselassodon","Hippoglossusstenolepis","Hyaslyratus","Hydrolaguscolliei","Isopsettaisolepis","Lepidopsettabilineata","Lepidopsettapolyxystra","Lepidopsettasp.","Lethasteriasnanimensis","Lycodesbrevipes","Lycodespalearis","Lyopsettaexilis","Malacocottuszonurus","Mallotusvillosus","Metridiumfarcimen..Metridiumgiganteum.","Microstomuspacificus","Myoxocephaluspolyacanthocephalus","Ophiodonelongatus","Ophiurasarsi","Oregoniagracilis","Paguridae","Pagurusaleuticus","Pagurusbrandti","Pandalopsisdispar","Pandaluseous..borealis.","Pandalusjordani","Parophrysvetulus","Platichthysstellatus","Pleurogrammusmonopterygius","Porifera","Pycnopodiahelianthoides","Rajabinoculata","Rajarhina","Scyphozoa","Sebastesalutus","Sebastesbabcocki","Sebastesborealis","Sebastesbrevispinis","Sebastespolyspinis","Sebastesvariabilis","Sebastesvariegatus","Sebasteszacentrus","Sebastolobusalascanus","Squalusacanthias","Stegophiuraponderosa","Strongylocentrotusdroebachiensis","Thaleichthyspacificus","Thaliacea","Theragrachalcogramma","Zaprorasilenus"
3257,"285-170",1999,59.77747,-146.419,200419.296284039,6107583.47210613,73,7.4,NA,NA,NA,NA,NA,NA,NA,0.1558,0.0238,NA,NA,NA,NA,NA,NA,NA,0.2333,NA,NA,NA,NA,NA,NA,NA,0.2625,NA,NA,NA,NA,14.7422,NA,NA,NA,3.5307,NA,NA,0.0376,NA,NA,NA,NA,NA,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,0.5588,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0677,NA,1.2902,NA,NA,NA,NA
3258,"299-176",1999,60.07101,-145.3026,260585.563415842,6144058.55581898,127,5.8,NA,NA,NA,NA,0.6724,NA,10.4647,NA,NA,NA,NA,NA,NA,NA,NA,0.1689,NA,0.0025,NA,NA,NA,NA,NA,5.0445,NA,NA,NA,NA,10.2406,NA,NA,NA,NA,NA,NA,NA,NA,0.0157,0.1187,NA,NA,NA,NA,6.0975,NA,NA,NA,NA,NA,NA,NA,0.3148,0.3906,NA,0.7663,NA,NA,NA,NA,0.0544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3484,NA,NA,1.1379,2.678,6.3035,NA
3259,"299-171",1999,59.81845,-145.2842,263531.501159237,6115969.45588891,118,6.2,NA,NA,NA,NA,2.3106,NA,31.8301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0446,NA,0.0127,NA,NA,NA,1.0995,NA,NA,NA,NA,5.8163,0.6334,NA,NA,NA,NA,NA,NA,NA,0.0502,0.4151,NA,NA,0.0223,NA,7.3301,NA,NA,NA,NA,NA,NA,NA,0.0175,0.086,0.0016,NA,NA,NA,NA,NA,NA,NA,0.6756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7447,NA,NA,0.5776,0.0104,1.6333,NA
3260,"340-171",1999,59.82188,-141.9143,451123.934960226,6133799.89021521,71,7.5,NA,NA,NA,NA,0.7532,NA,11.2234,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2196,NA,NA,NA,NA,2.0005,1.1421,NA,NA,NA,NA,NA,NA,NA,NA,1.0299,NA,NA,NA,NA,1.6393,NA,2.5608,NA,NA,NA,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6083,NA,NA,0.1984,2.4897,0.758,NA
3261,"312-171",1999,59.82269,-144.1733,325438.182465872,6121181.53945498,77,7,NA,NA,NA,NA,0.3168,NA,9.1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,NA,NA,NA,NA,NA,0.5341,NA,NA,NA,NA,4.1117,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,0.058,NA,NA,0.0043,NA,NA,NA,NA,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5878,NA,NA,0.2943,NA,0.0649,NA
3262,"277-178",1999,60.15498,-147.1293,158937.383321319,6147876.29298461,200,5.4,NA,NA,NA,NA,8.5234,NA,13.3678,NA,NA,NA,0.6833,0.5464,NA,NA,NA,NA,NA,0.1552,NA,0.0022,NA,NA,1.4009,15.6626,NA,NA,NA,NA,5.1359,NA,NA,NA,NA,NA,NA,NA,NA,0.0743,NA,NA,NA,NA,NA,52.0871,NA,NA,NA,NA,NA,0.0277,NA,3.9178,0.0153,NA,NA,NA,NA,NA,NA,NA,6.123,0.1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0386,NA,8.7419,NA
3263,"247-171",1999,59.82494,-149.5692,24088.3096053481,6107764.28218612,84,5.6,NA,NA,NA,NA,NA,NA,20.9639,0.0769,0.0059,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,NA,0.0372,NA,NA,NA,0.4582,NA,NA,NA,NA,1.4413,NA,NA,NA,NA,0.3111,0.5841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5359,NA,1.5976,NA
3264,"280-178",1999,60.18473,-146.9115,170839.5184179,6151717.45268044,231,5.7,NA,NA,NA,NA,10.5007,NA,4.2767,NA,NA,6.8465,0.8332,0.0412,NA,NA,NA,NA,NA,0.0313,NA,NA,NA,NA,0.7331,1.3555,NA,NA,NA,NA,0.6171,NA,NA,NA,NA,NA,NA,NA,NA,0.0191,NA,NA,NA,NA,NA,0.6446,NA,NA,NA,NA,NA,NA,NA,0.4666,NA,NA,NA,NA,NA,NA,0.0191,NA,3.5034,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0267,0.0183,0.6636,NA
3265,"279-179",1999,60.19735,-146.9441,168975.039663719,6153045.81446413,247,5.7,NA,NA,NA,NA,11.1152,NA,8.3973,NA,NA,NA,0.5736,0.7813,NA,NA,NA,NA,NA,0.0779,NA,NA,NA,NA,1.0336,3.5293,NA,NA,NA,NA,0.4827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0218,NA,NA,0.0243,NA,NA,NA,NA,0.1363,0.0024,NA,NA,NA,NA,NA,1.0109,NA,9.091,0.1298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0349,0.0292,0.7083,NA
3266,"300-179",1999,60.19817,-145.2264,263824.22013684,6158522.67929813,23,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4843,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4979,NA,NA,NA,NA,0.0302,NA,NA,NA,0.0453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2356,11.5865,NA,NA,NA,22.2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1905,NA,NA,0.0294,NA,23.9286,NA
3267,"336-171",1999,59.84155,-142.2846,430306.830073419,6133619.62550897,79,6.7,NA,NA,NA,NA,NA,2.5573,0.8968,0.1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7203,NA,NA,NA,NA,NA,NA,21.1104,NA,NA,NA,1.5037,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1202,NA,5.3021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5404,NA,NA,NA,NA,NA,2.9025,NA,0.4535,NA,0.0196,NA,NA
3268,"292-171",1999,59.84292,-145.8592,231276.235544159,6116637.79581315,104,6.3,NA,NA,NA,0.1041,1.2241,NA,6.2225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0924,NA,0.0407,NA,NA,NA,0.0603,NA,NA,NA,NA,1.0175,1.1463,NA,NA,NA,NA,NA,NA,NA,0.1534,0.0485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5119,NA,NA,NA,NA,NA,0.7999,NA,NA,0.2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5263,NA,NA,0.9463,NA,NA,NA
3269,"301-172",1999,59.86901,-145.1372,271335.100019524,6122176.18492141,156,5.9,NA,NA,NA,NA,0.3646,NA,20.4871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0099,0.0214,0.013,NA,NA,NA,6.4213,NA,NA,NA,NA,2.9813,NA,NA,NA,NA,NA,NA,NA,NA,0.0933,0.3042,0.2377,NA,NA,NA,7.3386,NA,NA,NA,NA,NA,NA,NA,0.0971,1.3164,NA,NA,NA,NA,NA,NA,NA,NA,2.0051,NA,NA,NA,NA,NA,NA,NA,NA,1.2178,1.0542,NA,NA,0.6651,NA,2.4844,NA
3270,"289-181",1999,60.311,-146.1544,211893.691048991,6167905.92227723,31,12.3,NA,NA,NA,NA,NA,NA,0.3201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3129,0.7095,0.0074,NA,NA,NA,NA,0.1526,NA,NA,11.5764,NA,NA,NA,NA,NA,NA,NA,NA,0.0134,NA,NA,NA,10.9838,NA,NA,0.0037,NA,NA,NA,NA,NA,7.1096,54.904,NA,NA,NA,0.3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7123,NA,NA,NA,2.9778,1.6378,NA
3271,"299-172",1999,59.87406,-145.2649,264182.325045932,6122243.85060729,107,6,NA,NA,NA,0.5904,2.4829,NA,17.3408,NA,0.0339,NA,NA,NA,NA,NA,NA,NA,0.03,0.0623,NA,NA,NA,NA,NA,3.3105,NA,NA,NA,NA,6.8969,7.4234,NA,NA,NA,NA,NA,NA,NA,0.0765,0.1781,NA,NA,NA,NA,4.5322,NA,NA,NA,NA,NA,NA,NA,NA,0.0591,NA,NA,NA,NA,NA,NA,5.6357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1429,NA,NA,1.2659,NA,0.6006,NA
3272,"277-172",1999,59.87431,-147.1221,160643.070749673,6116556.22515442,212,5.9,NA,NA,NA,NA,3.3621,NA,24.6552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3418,NA,0.0196,NA,0.1485,0.7387,4.903,0.1335,NA,NA,NA,0.0925,NA,0.0168,NA,NA,NA,NA,NA,NA,0.0308,0.0672,NA,NA,NA,NA,12.9346,NA,NA,0.0196,NA,0.0654,NA,NA,0.4315,0.0168,NA,NA,NA,NA,NA,NA,NA,6.9576,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5167,12.421,NA,NA,0.1952,0.0486,2.5216,NA
3273,"329-172",1999,59.87496,-142.818,400281.429337532,6134122.68109746,168,5.9,NA,NA,NA,NA,NA,NA,9.9629,NA,NA,NA,NA,NA,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,0.0191,NA,NA,0.0159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3662,NA,NA,NA,NA,NA,NA,NA,0.2128,0.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4493,NA,NA,NA,NA,NA,NA,NA,16.9489,2.58,NA,NA,0.4041,1.5282,3.9693,NA
3274,"295-172",1999,59.89415,-145.6127,244662.310488975,6123202.24930201,79,6.7,NA,NA,NA,NA,NA,0.0673,NA,NA,0.0976,NA,NA,NA,NA,NA,NA,NA,0.0261,0.0336,NA,NA,NA,0.0193,NA,NA,0.1178,NA,NA,NA,NA,3.0076,0.0118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,NA,NA,NA,0.0892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017,NA,NA,NA,NA
3275,"323-172",1999,59.89513,-143.299,373342.201484827,6133670.01462251,147,6,NA,NA,NA,0.066,NA,NA,7.0922,NA,NA,NA,NA,NA,0.0015,NA,NA,NA,NA,0.0796,NA,NA,NA,0.0137,NA,0.4293,NA,NA,NA,NA,0.6144,NA,0.0076,NA,NA,NA,NA,NA,NA,NA,0.2966,NA,NA,NA,NA,0.9626,NA,NA,NA,NA,NA,NA,NA,0.0485,0.0546,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9246,NA,NA,0.5393,NA,NA,NA,NA,0.908,1.6779,NA,NA,1.1977,0.4384,1.4776,NA
3276,"319-173",1999,59.90333,-143.6424,354181.189322155,6132772.6301232,262,4.9,NA,NA,NA,0.0277,3.5075,NA,6.7552,NA,NA,NA,NA,0.6088,NA,NA,NA,NA,NA,0.0156,NA,NA,NA,NA,NA,1.2263,NA,NA,NA,NA,1.8707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4723,NA,NA,NA,NA,NA,NA,NA,0.1256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7633,NA,NA,NA,NA,NA,6.8851,NA,0.0043,NA,NA,NA,2.2517,NA
3277,"290-173",1999,59.90562,-146.0512,220163.778996763,6123005.32612876,93,6.5,NA,NA,NA,0.0386,1.3241,NA,4.2847,NA,0.0185,NA,NA,NA,NA,NA,NA,NA,0.0714,0.0605,NA,0.0088,NA,NA,NA,NA,0.4268,NA,NA,NA,2.9825,1.2304,0.016,NA,NA,0.3974,NA,NA,0.0286,0.0151,NA,NA,NA,1.0804,NA,0.0773,NA,NA,NA,NA,0.0092,NA,NA,NA,0.1663,NA,NA,NA,NA,0.2772,NA,NA,NA,0.2949,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8082,NA,0.0017,NA,NA,NA,NA
3278,"276-173",1999,59.91782,-147.1687,157843.950663936,6121307.18546419,203,5.9,NA,NA,NA,NA,6.793,NA,18.7761,NA,NA,NA,0.6106,NA,NA,NA,NA,NA,NA,0.4503,NA,NA,NA,NA,1.641,14.0821,0.0122,NA,NA,NA,11.487,NA,NA,NA,NA,NA,NA,NA,NA,0.0298,0.1832,NA,NA,NA,NA,38.6971,NA,NA,0.0145,NA,0.0214,NA,NA,0.7488,0.0832,NA,NA,NA,NA,NA,NA,10.8764,10.4948,1.1304,NA,NA,NA,NA,NA,NA,NA,NA,0.8068,3.3583,NA,NA,0.2633,NA,14.3111,NA
3279,"273-173",1999,59.91943,-147.4109,144341.27039624,6120956.81306625,54,7.5,NA,NA,NA,NA,0.2539,NA,24.1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4588,3.6499,NA,NA,NA,NA,4.9278,12.8084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7623,NA,NA,NA,NA,NA,NA,NA,NA,23.8061,NA,NA,NA,0.1854,NA,NA,0.8344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393,NA,0.0125,NA
3280,"313-173",1999,59.91989,-144.1401,326366.934147936,6132162.58169106,41,9.9,NA,NA,NA,NA,NA,NA,2.3631,NA,NA,NA,NA,0.2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6273,0.9695,NA,NA,NA,NA,0.1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3195,NA,NA,NA,NA,NA,NA,NA,NA,2.7929,NA,NA,NA,NA,NA,NA,2.2012,NA,NA,NA,NA,NA,NA,NA,NA,1.0424,NA,0.0786,NA,0.0123,NA,2.6055,NA
3281,"282-174",1999,59.97371,-146.7054,183356.515395184,6128692.06982715,82,6.6,NA,NA,NA,NA,NA,NA,0.4372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2378,0.0245,0.0286,NA,NA,NA,NA,25.6736,NA,NA,NA,2.0884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2184,NA,0.1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9731,NA,0.0367,NA,NA,6e-04,NA
3282,"331-174",1999,59.97443,-142.6486,408505.768257451,6146169.95796263,103,7.1,NA,NA,NA,NA,NA,NA,9.6318,NA,NA,NA,NA,NA,NA,NA,NA,0.0786,NA,NA,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,1.5127,NA,NA,NA,NA,NA,NA,NA,NA,0.0284,0.2892,NA,NA,NA,NA,0.0794,NA,NA,0.0016,NA,NA,NA,NA,NA,0.0778,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3516,NA,NA,NA,NA,NA,NA,NA,0.8054,2.9054,NA,NA,0.1774,1.9153,0.5834,NA
3283,"298-174",1999,59.98663,-145.3553,258300.500297676,6134452.98923118,110,6.1,NA,NA,NA,0.1812,1.6934,NA,17.525,NA,0.0244,NA,NA,NA,NA,NA,NA,NA,NA,0.0725,NA,0.0992,NA,NA,NA,1.3666,NA,NA,NA,NA,4.8834,4.8983,NA,NA,NA,NA,NA,NA,NA,0.0748,0.9633,NA,NA,NA,NA,1.4154,NA,NA,NA,NA,NA,NA,NA,NA,0.1512,NA,NA,NA,NA,NA,NA,NA,NA,0.3214,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0476,NA,NA,0.7191,NA,1.3902,NA
3284,"328-168",1999,59.67542,-142.8774,399279.924301795,6111595.61417136,240,5.3,NA,NA,NA,0.0164,6.589,NA,9.9039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164,NA,NA,NA,NA,NA,1.4324,NA,NA,NA,NA,0.248,5.7799,NA,NA,NA,NA,NA,NA,NA,0.0303,NA,0.3274,NA,NA,NA,9.863,NA,NA,8e-04,NA,NA,NA,NA,0.1572,NA,0.1121,NA,NA,NA,NA,NA,NA,4.379,NA,59.8735,0.5631,NA,NA,0.3339,0.5656,NA,NA,9.1672,NA,NA,NA,0.7416,0.018,2.6192,NA
3285,"37-19",2001,53.10574,-166.9706,-1122225.1506921,5495147.91249206,288,4.9,NA,NA,20.5424,NA,10.1305,0.0997,3.8994,NA,NA,NA,NA,0.7228,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0241,NA,10.4119,0.8796,NA,NA,0.0193,NA,3.3045,NA,NA,NA,NA,NA,NA,0.0217,NA,NA,NA,NA,NA,2.0952,NA,NA,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2518,NA,NA,NA,NA,NA,NA,NA,12.9848,NA,0.0515,NA,NA,0.0193,3.6582,NA
3286,"32-21",2001,53.15859,-167.36321,-1146176.16438724,5507314.8705733,98,4.7,NA,0.0163,NA,NA,NA,0.0899,1.1028,0.089,0.0801,2.2056,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,0.4191,NA,NA,1.5113,0.7654,NA,0.027,NA,17.0295,0.0065,NA,NA,13.5605,0.6535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0188,0.0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,0.5195,NA,NA,NA,NA,0.6478,NA,NA,NA,NA,NA,0.2475,NA,NA,1.0211,NA
3287,"36-21",2001,53.16145,-167.0614,-1126586.17907708,5502655.36353935,161,5.1,NA,NA,NA,NA,NA,NA,112.7113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0421,3.489,NA,NA,NA,NA,0.628,2.9899,NA,NA,NA,0.5744,6.4674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7361,NA,NA,NA,NA,NA,NA,NA,NA,0.291,NA
3288,"35-21",2001,53.17138,-167.12939,-1130711.13251934,5504841.32984072,114,5.2,NA,NA,NA,NA,NA,NA,4.572,0.2735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,12.5831,NA,NA,NA,3.4391,NA,NA,19.3545,NA,NA,NA,6.0286,4.7743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3289,"26-22",2001,53.2293,-167.8387,-1174855.22647721,5522944.72469267,67,4.9,NA,NA,NA,NA,NA,NA,13.8286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6046,NA,NA,NA,35.1671,8.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290,"32-23",2001,53.25333,-167.36121,-1143415.76786118,5517521.24343375,78,4.8,NA,NA,NA,NA,NA,NA,1.9947,NA,0.2361,NA,NA,NA,NA,NA,0.0024,NA,NA,NA,NA,NA,NA,0.0301,NA,NA,0.7824,NA,NA,0.0033,0.4315,12.376,NA,NA,NA,12.0902,2.4832,NA,NA,NA,NA,NA,NA,NA,0.6033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1604,NA,NA,NA,0.6383,NA,NA,NA,NA,NA,NA,0.0204,NA,NA,NA,1.3002
3291,"33-24",2001,53.2903,-167.2915,-1137898.49262282,5520365.84293644,73,4.8,NA,0.0167,NA,NA,NA,NA,1.1457,NA,0.1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3613,NA,NA,0.4856,NA,NA,9e-04,NA,3.7574,0.022,NA,NA,6.4335,1.5863,NA,NA,NA,NA,NA,NA,NA,7.6233,NA,NA,NA,NA,0.0414,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3234,NA,NA,NA,NA,NA,NA,NA,NA,0.0203,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA
3292,"46-26",2001,53.36049,-166.162,-1063164.4635936,5509961.93872198,315,4.8,NA,NA,191.4226,0.4488,8.0725,NA,7.8242,NA,NA,NA,NA,2.9392,NA,NA,NA,NA,0.4173,NA,NA,NA,0.0033,0.5912,NA,10.8462,0.4223,NA,NA,0.024,NA,1.4758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8564,NA,7.1204,NA,NA,NA,NA,NA,20.7402,NA,NA,NA,NA,NA,2.6494,NA
3293,"42-28",2001,53.46796,-166.5468,-1085148.21405351,5527610.64297817,106,4.6,NA,NA,NA,NA,NA,NA,90.5857,NA,NA,NA,NA,NA,NA,0.0097,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5902,NA,NA,NA,NA,NA,7.5218,NA,NA,NA,16.4183,7.0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1274,NA,NA,0.3741,NA
3294,"44-29",2001,53.49403,-166.39709,-1074831.5826035,5528095.87399927,109,4.6,NA,0.0064,NA,NA,NA,NA,29.5603,0.6298,0.1751,NA,0.5767,NA,0.0024,NA,0.0554,NA,0.0209,NA,NA,NA,0.098,0.2225,2.6508,0.2153,0.1888,NA,NA,0.0169,NA,14.5408,0.0209,NA,NA,1.5262,NA,NA,0.0241,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2852,1.5664,NA,NA,NA,NA,2.4339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4603,NA,NA,0.0225,NA
3295,"55-31",2001,53.59893,-165.4754,-1012857.84543264,5525557.27938689,261,5,NA,0.2834,NA,NA,1.4442,NA,7.1431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0398,NA,22.7174,0.057,NA,NA,NA,0.5894,2.0816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0172,NA,NA,NA,NA,133.4448,0.0078,NA,NA,NA,NA,NA,NA,15.4572,NA,0.0258,NA,NA,NA,2.6152,NA
3296,"56-32",2001,53.63464,-165.38229,-1005984.25588183,5528083.22510344,247,4.8,NA,0.0083,NA,0.2218,NA,NA,10.0965,NA,NA,NA,NA,0.6621,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5752,NA,11.9172,0.0406,NA,NA,0.0091,0.6505,3.9281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2748,NA,NA,NA,NA,39.4342,NA,2.3586,NA,0.2698,0.4709,NA,NA,23.9585,NA,0.4469,NA,0.0066,NA,4.8413,NA
3297,"55-33",2001,53.64814,-165.4325,-1008878.94953211,5530285.8660248,221,5.4,NA,0.0982,NA,NA,21.6974,NA,18.0812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1878,0.0866,NA,NA,NA,1.5501,0.9505,NA,NA,NA,NA,NA,NA,0.0259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9738,NA,NA,NA,NA,2.143,NA,NA,1.5179,0.6616,0.0116,NA,0.0098,0.008,5.4467,NA
3298,"49-33",2001,53.67537,-165.9509,-1041477.00986119,5540947.24273476,83,4.5,NA,NA,NA,NA,NA,NA,1.1433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.0308,NA,0.0796,NA,NA,NA,NA,4.85,NA,NA,NA,7.6483,0.6702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384,1.5147,NA,NA,NA,NA,0.1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0315,NA
